source_id,ra,ra_error,dec,dec_error,parallax,parallax_error
5853498713190525696,217.39232147200883,0.023999203,-62.67607511676666,0.03443618,768.0665391873573,0.049872905
4472832130942575872,269.44850252543836,0.026238997,4.739420051112412,0.029043527,546.975939730948,0.040116355
3864972938605115520,164.10319030755974,0.06683743,7.002726940984864,0.051524777,415.17941567802137,0.06837086
762815470562110464,165.83095967577933,0.024125582,35.948653032660104,0.029372523,392.75294543876464,0.03206665
2947050466531873024,101.28662552099249,0.16483414,-16.720932526023173,0.22725502,374.48958852876103,0.2313347
5140693571158946048,24.771674208211856,0.33532688,-17.947682860008488,0.28195217,373.8443122683992,0.50087124
5140693571158739840,24.771554293454546,0.427904,-17.948299887129313,0.33828592,367.71189618147696,0.74180114
4075141768785646848,282.4587890175222,0.029065154,-23.83709744872712,0.026151126,336.0266016683708,0.031666122
1926461164913660160,355.4800152581559,0.03218242,44.170375700747755,0.021303166,316.48118678226916,0.044448785
5164707970261890560,53.22829341517546,0.12144193,-9.458168216292322,0.09303789,310.5772928005821,0.13549915
6553614253923452800,346.5039166796005,0.017067203,-35.8471642082214,0.014150638,304.1353692001036,0.01999573
3796072592206250624,176.93768799004127,0.027359888,0.7991199702364985,0.01983703,296.3053079139394,0.030185517
1872046574983497216,316.753662752556,0.018972972,38.75607277205679,0.023165297,286.0053518616485,0.028940246
1872046609345556480,316.7484792940004,0.03876041,38.76386244649797,0.048496146,285.99494829578117,0.05989728
2154880616774131840,280.6830708352289,0.021600218,59.638357907754816,0.021579882,283.8401180184389,0.021992655
2154880616774131712,280.68308624583415,0.030707553,59.635145454818776,0.026510803,283.8377678450057,0.028684631
385334230892516480,4.613226257557736,0.0144063365,44.02478674398518,0.010100742,280.706821579123,0.020284552
385334196532776576,4.625300681217554,0.020594174,44.02874451664357,0.013754434,280.6947310460246,0.027839076
703790044252850688,127.45009240230564,0.055188563,26.77328596508202,0.039710525,279.2496391012477,0.06372576
6412595290592307840,330.8724078795965,0.0686946,-56.79725466122902,0.065466,274.8431415216296,0.09561499
2452378776434477184,26.009055057160104,0.11874772,-15.933680200693857,0.08320959,273.80974511859966,0.17013045
4848140361962951552,54.00339387736301,0.026093582,-44.51436231604776,0.027700465,272.16154083178225,0.031645775
6412596012146801152,331.07645259656397,0.50480086,-56.79381206688221,0.4675873,270.6580324694526,0.6895573
2358524597030794112,18.13325425370941,0.024294445,-16.996154872479234,0.022301022,269.05730465038937,0.03366602
3139847906307949696,111.85462844259372,0.038775597,5.209382701706996,0.034069158,264.12689775460655,0.04127979
35227046884571776,43.26964247679057,0.07458868,16.86437381897744,0.076965086,260.98844068047276,0.09342672
4810594479418041856,77.9599373502188,0.015058955,-45.0438126993602,0.016367842,254.19859326384577,0.016842743
6583272171336048640,319.2950181380955,0.025754329,-38.872456400701786,0.01851325,251.9124222107058,0.03516071
6439125097427143808,281.29804386226,0.07134625,-63.96056736658412,0.08305385,249.6651458904217,0.1330301
5393446658454453632,162.05388771666577,0.033428483,-39.93962594730691,0.039554797,247.21558692230735,0.051197793
4330690742322011520,247.57481416249274,0.024267858,-12.66785108081103,0.011660659,232.13898083974135,0.026823945
2552928187080872832,12.296740250462333,0.016580552,5.376556608426358,0.008281123,231.7799995322092,0.018272836
3902874650602495232,188.3144928018531,0.38736263,9.022091624851694,0.3526294,231.11849780261377,0.5118605
2306965202564744064,1.3832841523481234,0.02584283,-37.36774402806293,0.025008382,230.09703402875448,0.036182754
76868614540049408,30.058987047653364,0.054485697,13.044071201123836,0.04954637,223.73208720990553,0.069856286
3902874650601954816,188.3146767758809,0.39643833,9.021829208339808,0.31713468,223.47747382423316,0.46645853
1637645127018395776,264.1040525731971,0.020032212,68.3334976375916,0.020667732,219.78977211974913,0.021020047
5951824121022278144,262.1701639221161,0.024713613,-46.89910489864381,0.017735574,219.64625138839503,0.026228724
3757613049856225792,162.05518399901217,0.0513449,-11.342803319735205,0.050458375,219.33021263059618,0.060230438
5332606522595645952,176.45664661730092,0.013777223,-64.843052846102,0.015097591,215.67527344818546,0.018143972
2079073928612821760,298.48192590176114,0.0394047,44.41290615922913,0.046139523,214.5745030256979,0.04759333
2603090003484152064,343.3241110018443,0.033781108,-14.266689393516607,0.025766464,214.0379888743159,0.035619885
5254061535106490112,161.08527551332452,0.037177417,-61.20263830459439,0.0391901,206.96977507456424,0.04479964
2441630500517079808,1.6763504259443918,0.044498958,-7.5464753252597605,0.03153641,206.35003920573322,0.04744553
4752399493622045696,43.77198593477078,0.15466104,-47.01672835622661,0.16697203,205.42508538452748,0.18571998
823773494718931968,152.8329289582321,0.012060928,49.451988897100506,0.012903464,205.31478196510724,0.02237224
778947814402602752,166.34205974427476,0.024705522,43.53094856108456,0.024373034,203.8875927696954,0.033240344
778947608243864320,166.35208967877313,0.03400774,43.52590762036144,0.037251346,203.83234385738783,0.050037432
625453654702751872,154.89881370110675,0.023957733,19.869809905451323,0.024269015,201.40642101948626,0.0296157
6562924609150908416,323.3912518776402,0.018149199,-49.01263039681064,0.014290497,201.3251983325545,0.023687575
5955305209191546112,264.26088738973226,0.027164215,-44.323382243038424,0.023952208,199.6944012807481,0.031152742
3195919254111315712,63.830787524383176,0.036807783,-7.672952135407352,0.030754047,199.6910732720413,0.05120331
3195919528989223040,63.80795300602079,0.09761786,-7.6680778150199815,0.06970807,199.6080124181338,0.12083028
3195919254111314816,63.82965602087436,0.05040204,-7.670903382610344,0.041711546,199.45161859738874,0.069206245
1934263333784036736,341.7028254522359,0.0140988575,44.3319533233193,0.01599562,197.95730094675557,0.021990642
660597997697274752,134.5586915113887,0.15875146,19.76257888198771,0.09559129,196.2619260343735,0.19761291
4468557611977674496,271.36591160903725,0.19556189,2.4941987580927343,0.17697598,195.85633153170514,0.25345382
4468557611984384512,271.364453818457,0.1420084,2.495224095912567,0.13503794,195.5673545594233,0.19638827
660597997696173440,134.55918967906837,0.1029902,19.762959843487355,0.0616346,194.14430904826264,0.12283384
1695191332232990720,226.70263614661923,0.5716503,70.46161913358111,0.58406854,193.9412326077981,0.6277344
3316364602541746048,90.01597644159976,0.022850085,2.7063740799024933,0.01891428,192.01346218785218,0.03095804
5278042880077383040,124.37351805519963,0.37790695,-61.91613022264878,0.40831646,191.83624032785028,0.41861156
1129149723913123456,176.9394079814786,0.017805047,78.69329745305299,0.017579058,190.32514271529305,0.019362431
5985290231327158144,235.1951774625917,0.03586713,-51.028101306904475,0.030805876,187.7289806878707,0.04963138
3187115498866675456,75.4868052125233,0.01964642,-6.948587409027854,0.01469277,186.04662779359126,0.027749853
3741297293732404352,206.4405658448607,0.021617748,14.885052704598573,0.014271579,183.99619525468464,0.025324116
470826482637310848,67.81389197465391,0.01467103,58.969481205135885,0.013220632,181.2730074917688,0.02025858
470826482637310080,67.80919062832808,0.03827634,58.967979971547436,0.031975236,181.24383901243414,0.049853016
939072613334579328,103.70012922713916,0.025290458,33.266408018167255,0.022771733,179.06293491259635,0.027963677
6882963066420161664,313.1361327596479,0.031105608,-16.974558468206272,0.01550153,177.93122142191174,0.03653056
2091177593123254016,278.90744884954285,0.03599252,32.994787158699616,0.042313755,175.79296679952537,0.046801604
3209938366665770752,82.86754111476276,0.013431494,-3.6865276019053095,0.011008606,175.31313655111924,0.020392798
6305165514134625024,224.97665286074593,1.9253508,-18.53775641089888,0.9555745,174.02530425165742,1.9005988
2940856402123426176,92.64357908167638,0.008222482,-21.86782311323394,0.013698905,173.57398583239672,0.017049566
2261614264931057664,293.09759805108064,0.07537425,69.65345106254792,0.070781715,173.49391001786597,0.07480691
3340477717172813568,85.547707594821,0.021720607,12.482359917793618,0.016745532,172.67623105398982,0.028589318
6232511606838403968,224.37159427348143,0.053909555,-21.423140396261676,0.046794567,169.8842702825854,0.06534182
5918660719983560192,266.6334444727895,0.036374,-57.32506180218072,0.03472266,169.8041953551915,0.046469025
6663600360560306560,290.20411626707914,0.047061797,-45.57110617010142,0.040549576,169.23508466417934,0.05884779
2739689239311660672,357.3066038231343,0.025372215,2.3969179441959985,0.016018208,169.21632962255026,0.028058065
4293318823182081408,289.2276515036191,0.01995468,5.162976302668586,0.01894904,169.06150528157374,0.023926072
6002807341299977216,233.0469274248337,0.021405336,-41.28017408697192,0.01636738,168.9965073189456,0.027027713
4293315765165489536,289.2373736967538,0.058634024,5.14437331543419,0.056761414,168.95370741857366,0.0668329
425040000962559616,12.285227381524425,0.09514021,57.81272812559009,0.11174436,168.83216034019418,0.1663396
425040000962497792,12.281184764215306,0.012635521,57.815739188554126,0.0142245535,168.71856118825883,0.021581342
4109030160308317312,258.83511696459266,0.08716705,-26.60789783205067,0.050559975,168.13027793748972,0.10807573
4109030160308320128,258.83412017812816,0.09748027,-26.606806615399403,0.05356748,168.00307885629599,0.13433942
4109034455276324608,259.05329410009625,0.026496917,-26.551146094884785,0.014280516,167.9616795430231,0.031054644
3136952686035250688,116.1658359308822,0.030245641,3.5504844454883244,0.02334776,166.97689652666736,0.034340866
6697578465310949376,302.8022690433109,0.08532555,-36.10821653736984,0.066447034,166.3272042796776,0.106505066
4847957293278177024,50.00034361894219,0.06373573,-43.06655252783423,0.06499741,165.5242095575573,0.07836173
946632924007399936,107.50514340448903,0.05739469,38.52526941964586,0.056210436,165.2146994337292,0.06364261
6427464123776727168,302.19503988923026,0.05416815,-66.18709128441725,0.084849305,163.9544145383167,0.12218077
2572901021957789568,24.24124978791965,0.3991859,9.563070454755835,0.27781236,163.44784569658697,0.4628947
6673000841376349696,303.4773905559996,0.016657144,-45.16473054247641,0.015147223,162.2171000791857,0.022484917
1638979384378696704,267.01612290514834,0.011553451,70.88157381434476,0.012840864,160.99524492008814,0.011894624
6324325225803432320,218.56843175696892,0.036605746,-12.516923853592898,0.036683086,159.9225477824956,0.054619387
2824770686019004032,352.9716753030632,0.04270617,19.937313746866927,0.030963205,159.90846046252173,0.051349618
2824770686019003904,352.97012375450475,0.027961435,19.93699282660293,0.020510225,159.66339203721853,0.03412789
6322070093095493504,229.85630133329227,0.026961956,-7.722707024157902,0.020996986,158.71827296463243,0.030101538
